selling_club,selling_league,market_val,age_at_transfer,transfer_fee,transfer_window_idx,contract_left_days,position,minutes_played,yellow_cards,red_cards,second_yellow_card,fouls_committed,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalty_kicks_won,penalty_kicks_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_perc,touches,touches_def_pen_area,touches_def_3rd,touches_att_3rd,touches_att_pen_area,take_ons_attempted,take_ons_success_perc,total_miscontrols,tackles_att_3rd,dribbles_tackeled_perc,total_blocks,passes_blocked,clearances,errors,dead_ball_pass,free_kick_pass,through_balls,switches,throw_ins,corner_kick,straight_corner,passes_offside,pass_compl_perc,short_pass_compl_perc,medium_pass_compl_perc,long_pass_compl_perc,assists,xA,crosses_into_penalty_area,goals,penalty_kicks_scored,shot_creation_ratio,aerials_won_perc_available,take_ons_success_perc_available,tackeled_during_take_on_perc_available,dribbles_tackeled_perc_available,pass_compl_perc_available,short_pass_compl_perc_available,medium_pass_compl_perc_available,long_pass_compl_perc_available,shot_creation_ratio_available
6,2,1.1094566323372843,-1.2857005647865742,18500000.0,10.0,-0.9965827424748982,4,0.15,-5.05,-1.04,-0.68,-2.69,-0.27,-3.88,0.5,-1.76,1.27,-1.15,-1.31,-0.69,5.27,-0.83,-2.84,0.16,10.96,-4.94,-2.64,16.68,7.28,10.81,0.43,10.91,-1.87,-0.1,-1.42,-3.3,-5.01,-1.98,-5.16,-2.59,0.18,-2.14,-5.09,6.02,-0.82,-1.63,0.53,-0.01,0.48,0.32,12.23,5.03,0.43,-0.56,-1.14,0.3455,1,1,1,1,1,1,1,1,1
146,1,-0.687841613266274,0.25723854607443475,11600000.0,14.0,-0.15072207198967846,1,-13.28,-4.27,-0.88,-0.58,-2.05,-2.52,4.01,-5.82,-5.24,-6.53,-0.97,-1.11,-0.58,-10.79,-3.14,8.99,-0.74,-14.59,-5.02,-9.53,-6.86,-1.68,-3.83,-0.19,0.42,-1.19,0.08,-6.98,-4.35,-4.61,-1.67,-7.95,-6.9,-2.66,-4.57,-4.82,-3.36,-0.7,-3.69,-0.4,-0.32,-1.18,-0.44,-2.68,-4.64,-3.57,-3.12,-0.96,0.2502,1,1,1,1,1,1,1,1,1
122,6,1.3902844832128403,0.25723854607443475,49000000.0,11.0,0.3609714200322446,4,2.55,2.59,-0.64,-0.42,5.13,9.01,2.47,-1.31,-3.29,2.67,-0.71,-0.81,-0.42,-0.21,-1.73,3.35,-0.65,0.65,-3.83,-6.03,10.43,17.63,12.38,-0.45,4.28,-0.16,0.02,0.2,-3.16,-5.48,-1.22,-5.66,-5.02,-1.94,6.46,-2.9,-2.44,-0.51,-2.68,0.23,-0.29,0.25,1.1,5.75,3.2,-0.27,7.12,-0.7,0.2699,1,1,1,1,1,1,1,1,1
172,3,0.26697307971061635,-0.6685249204421707,30000000.0,16.0,1.8386169122996348,1,0.06,-1.29,-1.44,-0.95,10.59,10.95,9.21,-8.89,-11.71,-8.28,-1.6,8.03,-0.95,-14.69,16.52,1.37,0.69,-16.9,-7.95,-15.49,-1.88,20.31,4.93,-0.19,17.54,1.56,-0.01,-9.05,-7.12,-6.0,-2.74,-12.84,-11.29,5.64,-7.49,-7.89,-5.49,-1.14,-6.03,-0.56,-1.3,-0.63,-0.11,3.31,0.29,-5.85,7.41,-1.57,0.3512,1,1,1,1,1,1,1,1,1
83,7,1.1094566323372843,-0.35993709826996884,17000000.0,8.0,0.8152299282557885,0,8.97,4.79,-1.36,-0.89,15.22,3.31,-5.08,-9.72,28.18,0.57,9.66,-1.72,-0.9,24.16,28.77,7.28,0.64,11.41,1.26,16.08,-10.36,-4.43,-6.69,-0.1,-6.55,-0.67,0.06,2.69,0.62,10.25,3.76,-6.4,5.33,-0.79,-3.81,-5.62,-5.19,-1.08,-5.7,0.74,0.04,0.58,0.79,-4.14,-7.17,-5.52,-1.69,-1.48,0.4372,1,1,1,1,1,1,1,1,1
66,7,-0.40701376239071807,-2.5200518534753815,20900000.0,3.0,-0.5840951315592664,1,-3.92,1.68,-0.24,-0.16,1.44,-0.35,-0.9,-1.72,-1.95,-1.04,-0.27,-0.3,-0.16,-2.91,-1.41,1.09,-0.49,-4.19,-1.58,-2.76,-2.18,-0.08,-1.43,0.54,-1.6,1.54,0.08,-2.18,-1.19,-2.05,-0.46,-2.29,-1.88,-0.73,-1.25,-1.32,-0.92,-0.19,-1.01,-1.22,-0.33,-0.87,-0.11,-0.73,-0.61,-0.97,2.28,-0.26,0.1216,1,1,1,1,1,1,1,1,1
141,0,0.5478009305861723,-1.2857005647865742,36000000.0,9.0,-0.5945378558862444,3,-3.04,-0.52,-1.28,-0.84,-4.12,2.18,7.38,22.6,-3.71,-2.83,-1.42,-1.62,-0.85,4.45,-2.85,-6.29,0.3,3.93,-6.52,-10.11,19.78,7.2,3.84,-0.29,3.28,-2.9,-0.27,10.42,-2.65,-5.6,-2.43,5.03,3.18,2.79,-0.13,-3.05,35.07,-1.01,0.09,0.13,0.23,-0.21,0.18,11.49,22.17,15.75,4.85,-1.4,0.7378,1,1,1,1,1,1,1,1,1
131,3,1.3902844832128403,1.8001776569354437,70650000.0,10.0,0.7734590309478765,3,4.02,8.8,-1.12,-0.74,9.94,6.45,3.11,-5.67,9.08,6.71,9.93,-1.42,-0.74,16.27,15.55,6.83,0.34,17.72,3.71,9.93,1.1,-1.23,-3.41,0.34,-2.69,-4.78,-0.57,18.88,12.83,6.47,4.21,-5.25,4.43,6.6,17.01,-6.14,-4.27,-0.89,-4.69,0.74,0.37,0.28,0.9,-3.41,-2.62,-2.22,-0.84,-1.22,0.2393,1,1,1,1,1,1,1,1,1
11,5,0.5478009305861723,-0.35993709826996884,11000000.0,10.0,-0.9965827424748982,4,11.98,1.16,-1.52,-1.0,-1.72,21.4,-5.68,3.61,-0.87,2.25,20.66,-1.92,-1.01,9.21,-7.92,-1.95,-0.3,18.87,-7.84,-7.11,21.91,10.24,1.79,0.24,8.46,6.35,-0.54,-2.77,-5.68,-8.14,-2.89,-2.48,3.38,12.06,3.51,-3.76,5.1,-1.2,12.73,0.62,0.42,0.33,0.83,6.92,6.44,-3.85,0.87,-1.66,0.2671,1,1,1,1,1,1,1,1,1
110,4,0.5478009305861723,0.25723854607443475,40000000.0,16.0,-0.043684147638153745,0,4.64,3.5,-1.04,-0.68,-0.77,-6.79,-3.88,-6.5,5.9,4.34,-1.15,-1.31,-0.69,-2.05,-0.83,-1.54,-0.14,9.56,2.6,17.34,-9.75,-6.75,-5.19,-0.03,-2.66,0.7,0.15,0.58,4.04,9.58,-1.98,-5.84,2.28,-3.15,-0.51,-4.79,-3.97,-0.82,-1.63,0.78,0.6,0.6,-0.67,-3.16,-5.48,-4.22,-3.69,-1.14,0.6686,1,1,1,1,1,1,1,1,1
116,2,-0.4631793325658292,-0.35993709826996884,8000000.0,6.0,-1.2106585911779477,1,2.39,-2.72,-0.56,-0.37,-2.7,1.36,0.34,-2.6,-2.64,-2.77,-0.62,-0.71,-0.37,-3.54,9.3,7.96,0.33,-1.19,-3.05,-5.96,6.81,8.48,5.68,0.25,14.86,0.18,-0.84,-3.07,-0.93,-2.36,-1.06,-3.3,-3.69,4.97,-2.91,-2.76,-2.14,-0.44,-2.35,-0.45,-0.91,-0.23,-0.62,2.14,0.33,-2.27,4.27,21.07,-0.436,1,1,1,1,1,1,1,1,1
182,5,-0.23851705186538447,1.18300201259104,4000000.0,16.0,-0.13244730441746694,3,-11.07,-5.05,-1.04,-0.68,-4.61,-3.06,3.41,-1.83,-5.58,-7.91,-1.15,-1.31,-0.69,-9.37,-7.54,-4.13,-0.45,-10.57,-6.33,-10.5,1.9,5.2,0.35,-0.3,2.62,-1.87,-0.08,-7.43,-5.14,-7.93,-1.98,-4.71,-8.15,0.18,-3.78,-2.65,-3.97,-0.82,-1.63,0.16,0.4,-0.21,-0.34,-3.16,-2.85,0.43,-3.69,-1.14,16.7143,1,1,1,1,1,1,1,1,1
135,7,-0.07002034134005086,-0.051349276097767065,10800000.0,12.0,-0.043684147638153745,4,-1.07,1.04,-0.96,-0.63,2.9,0.47,18.3,9.95,-4.93,-4.16,-1.06,-1.21,-0.64,-3.98,-6.25,-0.82,-0.53,-7.84,-5.8,-10.05,11.11,12.68,17.03,0.06,6.42,-1.53,0.08,-5.7,-4.75,-8.22,-1.82,-4.63,-5.44,-2.91,-3.36,-4.96,8.14,-0.76,1.44,-0.34,-0.37,-0.61,0.24,-2.92,2.82,12.39,5.99,9.79,0.6394,1,1,1,1,1,1,1,1,1
18,3,-0.013854771164939664,-0.35993709826996884,5000000.0,8.0,-1.0226895532923432,4,-4.92,-7.77,-1.6,-1.05,0.36,7.62,-5.97,12.84,-11.09,-5.57,-1.77,-2.02,-1.06,-0.01,-6.16,3.18,-0.23,-8.39,-9.63,-14.96,7.41,-7.63,4.18,0.07,-0.61,-1.7,-0.13,-4.49,-7.91,-12.72,-3.04,-0.98,11.8,-4.84,3.1,-7.55,14.78,-1.27,12.4,-0.4,-0.08,-0.3,-0.56,-1.02,1.42,2.81,0.59,-1.75,1.078,1,1,1,1,1,1,1,1,1
84,7,-0.29468262204049567,-0.9771127426143724,15150000.0,16.0,1.8568916798718462,1,-12.36,-3.5,-0.72,-0.47,-7.17,-1.04,-2.69,-1.88,-4.9,-6.18,-0.8,-0.91,-0.48,-8.74,-4.84,-1.91,-0.35,-10.61,-3.85,-7.67,-4.93,-1.28,-5.54,-0.23,-2.54,-3.07,-0.1,-5.53,-1.72,-2.76,-1.37,-4.83,-4.95,1.15,-3.74,-3.34,-0.02,-0.57,-3.02,-0.11,0.02,-0.9,-0.21,-2.19,-3.14,-2.92,-2.55,-0.79,0.2245,1,1,1,1,1,1,1,1,1
116,2,-0.40701376239071807,0.25723854607443475,10400000.0,10.0,-0.05673755304687627,4,-1.63,-5.44,-1.12,-0.74,-4.45,9.24,3.11,-0.54,-4.32,6.71,-1.24,-1.42,-0.74,1.28,-8.21,-6.15,-0.02,-0.77,-6.6,-9.67,15.88,17.99,19.36,-0.1,10.12,-2.21,0.2,2.86,-5.54,-7.64,4.21,-10.47,-8.78,-0.06,-0.93,-5.83,-4.27,-0.89,-4.69,0.13,-0.01,0.12,0.08,-3.41,-1.3,-2.22,11.68,-1.22,0.2012,1,1,1,1,1,1,1,1,1
27,6,-0.18235148169027326,-0.051349276097767065,9910000.0,11.0,2.2667686097057334,4,-5.98,-0.91,-1.36,-0.89,0.83,13.55,-2.65,0.55,-0.53,-5.55,9.66,-1.72,-0.9,-1.63,1.35,-5.06,0.55,-5.88,-7.93,-12.28,20.82,30.39,16.08,-0.15,10.79,9.61,0.08,-0.32,-1.21,-5.8,-2.59,-4.81,-8.57,9.21,-3.81,1.39,-1.56,-1.08,-2.97,-0.1,-0.15,-0.68,0.33,3.56,5.32,6.11,17.09,9.36,0.946,1,1,1,1,1,1,1,1,1
37,5,2.513595886715064,-0.051349276097767065,67700000.0,12.0,-1.0096361478836207,4,-4.25,0.91,-0.4,-0.26,2.73,-0.89,-1.49,-2.39,-1.34,-0.37,-0.44,-0.51,-0.26,-2.18,-2.15,-0.99,-0.39,-3.97,-2.63,-3.95,0.53,-0.48,-1.57,-0.73,-2.41,6.0,-0.24,0.38,-1.98,-3.42,-0.76,-3.59,-3.14,2.12,-2.08,-2.19,-1.53,-0.32,-1.68,-0.18,0.01,-0.03,-0.47,-1.22,-2.11,-1.62,-1.42,-0.44,0.2384,1,1,1,1,1,1,1,1,1
176,5,0.5478009305861723,-0.9771127426143724,39200000.0,2.0,1.799456696073467,4,-2.68,-4.53,-1.52,-1.0,-0.76,19.53,18.64,-2.0,-2.79,9.4,-1.68,-1.92,-1.01,-0.2,12.19,27.92,-0.41,-8.86,-8.47,-12.57,7.67,18.55,10.4,-0.04,18.26,8.92,-0.51,0.24,-3.84,-5.23,-2.89,-13.6,-11.91,-1.27,-7.9,-7.42,-4.89,-1.2,-6.37,-1.06,-0.7,-1.2,-0.77,-4.62,-6.04,-3.85,-5.39,-1.66,0.5795,1,1,1,1,1,1,1,1,1
29,5,1.951940184963952,-0.35993709826996884,63700000.0,16.0,0.9039930850351017,3,-6.01,-3.37,22.18,-2.0,16.7,12.05,10.53,-13.8,-18.97,-10.79,30.14,-3.84,-2.01,-18.53,8.53,26.62,-0.23,-20.72,-14.43,-24.62,6.5,23.6,23.27,-0.5,28.99,-5.28,-0.03,-8.54,-9.52,-9.96,0.56,-17.0,-18.26,10.79,-1.13,-7.21,-9.78,-2.41,3.64,-0.2,-0.27,-0.31,0.21,6.14,18.8,-3.04,14.26,50.89,-0.2983,1,1,1,1,1,1,1,1,1
37,5,2.232768035839508,0.25723854607443475,75000000.0,12.0,-0.043684147638153745,1,2.86,-0.52,-1.28,-0.84,12.18,-2.48,14.67,-4.95,-9.45,-4.87,-1.42,-1.62,-0.85,-7.75,9.33,4.75,0.29,-3.03,-6.14,-13.11,14.93,24.87,6.91,-0.53,7.05,2.24,-0.52,-0.59,-6.33,-3.66,-2.43,-7.46,-7.95,2.79,-3.39,-5.8,-3.98,-1.01,0.09,0.47,0.07,0.46,0.18,-3.89,7.71,-2.87,1.72,9.44,0.3137,1,1,1,1,1,1,1,1,1
88,0,0.09847636918528273,-0.35993709826996884,17000000.0,10.0,0.8935503607081237,3,-6.05,4.27,-0.88,-0.58,-0.14,0.28,-3.29,-6.29,-3.33,-4.49,-0.97,-1.11,-0.58,-3.82,-2.53,-5.3,0.23,-1.22,-4.27,-4.6,-5.24,-7.91,-3.21,0.12,-1.84,-1.19,-0.43,3.03,-4.35,-4.13,-1.67,-6.13,-2.03,-2.66,-4.57,-4.21,-3.36,-0.7,1.77,0.7,0.3,0.57,0.78,1.17,-3.98,-3.57,-3.12,-0.96,0.4718,1,1,1,1,1,1,1,1,1
29,5,2.79442373759062,-0.051349276097767065,42000000.0,12.0,-0.043684147638153745,3,8.15,4.01,-1.52,-1.0,3.08,18.6,-5.68,-4.33,-10.44,-0.81,-1.68,-1.92,-1.01,5.02,-4.27,-5.19,0.2,13.71,-7.97,-8.31,23.21,15.96,18.41,0.25,9.97,1.22,-0.07,-0.77,-5.68,-10.58,-2.89,-8.61,1.3,38.71,0.25,-7.72,-1.26,-1.2,10.0,0.59,0.34,0.32,0.4,3.07,14.99,-6.17,10.26,30.86,0.3628,1,1,1,1,1,1,1,1,1
84,7,-0.7159243983538296,-1.594288386958776,17900000.0,4.0,0.8256726525827666,0,-7.32,1.29,-0.32,-0.21,-1.27,-1.09,-1.19,-1.35,-2.6,-2.75,-0.35,-0.4,-0.21,-3.77,-2.69,-2.22,-0.36,-5.28,-2.1,-3.73,-2.44,-2.36,-2.12,-0.47,-2.38,-1.37,0.08,-1.9,-1.58,-2.74,-0.61,-2.83,-1.81,-0.97,-1.66,-1.75,-1.22,-0.25,-1.34,0.87,0.88,-0.03,-0.56,-0.97,-1.03,-1.3,-1.13,-0.35,0.6877,1,1,1,1,1,1,1,1,1
12,5,3.075251588466176,0.5658263682466366,51500000.0,14.0,-0.043684147638153745,3,9.63,13.33,-1.36,-0.89,11.38,4.24,-5.08,15.49,-0.53,2.61,-1.51,-1.72,-0.9,5.69,-5.96,-7.65,0.16,13.93,-5.03,2.09,10.46,-4.95,2.54,-0.07,-4.29,1.9,0.05,-2.32,-1.21,-9.21,10.1,11.75,31.06,19.2,-3.81,-7.46,37.48,-1.08,10.67,0.68,0.52,0.47,0.18,3.56,13.2,3.79,7.7,9.36,0.5533,1,1,1,1,1,1,1,1,1
162,5,0.04231079901017153,1.18300201259104,5000000.0,14.0,-1.1532236073795685,4,-22.98,0.65,-1.04,-0.68,-7.48,1.6,-1.45,-2.77,-6.54,-1.79,-1.15,-1.31,-0.69,-9.37,-8.15,-8.03,-0.09,-12.01,-5.95,-10.13,-3.28,-5.19,-4.58,-0.01,-3.41,-1.87,0.21,-8.43,-5.14,-8.41,-1.98,-5.84,0.19,0.18,-5.41,-5.7,1.48,-0.82,3.83,0.76,0.52,0.57,0.59,4.53,3.06,0.43,-3.69,-1.14,0.1353,1,1,1,1,1,1,1,1,1
12,5,-0.6316760430911629,0.25723854607443475,10700000.0,14.0,0.9092144471985907,3,-12.43,-3.11,-0.64,-0.42,1.3,-4.03,-2.39,-4.58,-3.29,-0.39,-0.71,-0.81,-0.42,-4.75,-4.78,-5.74,0.23,-9.96,-3.7,-5.81,-7.37,-5.75,-1.16,-0.32,-4.77,-0.16,0.08,-2.8,-3.16,-4.02,-1.22,-5.88,-4.32,-1.94,-3.33,-3.51,-2.44,-0.51,-2.68,1.15,0.75,0.79,-0.11,-1.95,-3.37,-2.6,-2.27,-0.7,0.3531,1,1,1,1,1,1,1,1,1
23,1,-0.7664734115114297,0.25723854607443475,870000.0,16.0,-0.0724016395373433,4,-16.94,-5.44,-1.12,-0.74,-4.45,-9.39,-4.18,-1.47,1.42,-2.47,-1.24,-1.42,-0.74,-11.62,-1.51,-0.96,0.16,-11.14,-5.34,-7.58,-3.97,-2.27,-3.41,-0.26,-2.69,2.92,0.11,-4.15,-1.86,-0.34,-2.13,-1.62,-6.69,-0.06,-0.93,5.15,-4.27,-0.89,-1.96,-0.6,-0.24,-0.09,-0.88,-3.41,-3.28,-2.22,-3.97,-1.22,0.3446,1,1,1,1,1,1,1,1,1
179,5,-0.5755104729160516,3.034528945624251,5570000.0,3.0,-0.6519728396846235,0,9.4,1.55,11.17,-0.95,1.96,-3.95,-5.38,-8.43,3.6,-5.22,-1.6,17.88,-0.95,7.97,26.26,0.07,0.94,16.92,2.37,16.98,-11.92,1.6,-9.84,-0.03,-6.58,-3.58,0.38,4.97,16.76,24.16,3.6,-4.22,15.83,-4.36,13.71,-6.98,-5.49,-1.14,2.15,0.52,0.38,0.45,-0.08,-0.53,-7.59,-5.85,-1.98,-1.57,0.7572,1,1,1,1,1,1,1,1,1
115,4,0.15464193936039392,-1.2857005647865742,20000000.0,10.0,-0.15072207198967846,4,0.79,-6.6,-1.36,-0.89,-9.71,6.1,11.94,-6.45,-10.1,-4.53,-1.51,-1.72,-0.9,-11.39,-11.45,-3.76,-0.9,-11.84,-8.93,-15.57,6.14,13.76,5.0,-0.26,22.09,4.47,0.08,-9.33,-6.72,-11.64,-2.59,-8.9,-10.66,-0.79,-5.44,-6.24,-5.19,-1.08,-5.7,0.77,0.31,0.45,0.37,-4.14,-2.57,-3.2,13.96,9.36,-1.5393,1,1,1,1,1,1,1,1,1
182,5,1.1094566323372843,0.25723854607443475,36800000.0,16.0,-0.9287050343495411,0,9.73,-4.53,-1.52,-1.0,-3.64,10.22,6.48,16.68,0.08,16.54,-1.68,-1.92,-1.01,-1.6,-4.87,-3.9,-0.1,14.67,-4.95,3.44,22.24,13.36,35.02,-0.18,10.73,8.92,0.3,4.24,-3.84,4.99,3.45,24.3,1.3,-4.6,-7.9,31.03,15.08,-1.2,-6.37,0.59,0.52,0.27,-0.35,3.07,16.96,10.12,-2.26,-1.66,0.3407,1,1,1,1,1,1,1,1,1
65,4,-0.07002034134005086,0.25723854607443475,18000000.0,7.0,0.3635821011139891,4,9.96,6.86,11.09,18.08,10.75,9.29,-3.24,-4.33,15.39,15.52,-1.68,-1.92,-1.01,11.65,9.75,0.65,0.32,14.31,-6.21,-1.8,1.95,3.48,-4.98,0.27,4.69,14.06,0.04,0.24,-2.0,-0.36,-2.89,-9.52,1.3,2.06,19.82,-7.72,-4.89,-1.2,-0.91,0.36,0.05,0.31,0.02,3.07,-4.07,-6.17,-5.39,-1.66,-0.0289,1,1,1,1,1,1,1,1,1
41,5,-0.29468262204049567,2.1087654791076456,11900000.0,14.0,0.7525735822939204,2,3.04,1.29,-0.32,-0.21,-3.19,-2.95,-1.19,-2.29,-1.64,-2.75,-0.35,-0.4,-0.21,-3.77,-2.08,-2.22,0.04,-0.88,12.36,6.45,-4.06,-2.88,-2.73,-0.03,-3.14,-1.37,0.08,-2.9,-1.58,-1.77,-0.61,7.16,6.53,-0.97,-0.03,-1.75,-1.22,-0.25,1.39,-1.97,0.39,0.93,-0.85,-0.97,-1.69,-1.3,-1.13,-0.35,0.3142,1,1,1,1,1,1,1,1,1
37,5,-0.18235148169027326,2.1087654791076456,18500000.0,12.0,-0.043684147638153745,2,0.76,-0.39,-0.08,-0.05,-0.8,-0.74,-0.3,-0.57,-0.65,-0.69,-0.09,-0.1,-0.05,-0.85,-0.06,-0.72,1.62,-0.77,1.74,0.6,-1.02,-0.72,-0.68,-0.03,-0.78,-0.34,0.08,-0.73,-0.4,-0.68,6.19,0.82,-0.63,-0.24,-0.42,-0.44,-0.31,-0.06,-0.34,1.27,0.88,0.93,-1.88,-0.24,-0.42,-0.32,-0.28,-0.09,0.3306,1,1,1,1,1,1,1,1,1
167,7,0.26697307971061635,-0.051349276097767065,20000000.0,10.0,1.789013971746489,0,7.95,-1.29,-1.44,-0.95,3.87,-4.88,-2.95,21.92,-5.97,1.92,-1.6,-1.82,-0.95,12.5,-9.08,-6.42,-0.17,3.55,-6.44,-4.64,18.4,4.72,3.7,-0.11,1.71,1.56,-0.19,-1.04,-7.12,-2.11,3.6,-6.26,-7.81,-1.03,-4.22,-0.88,-0.95,-1.14,2.15,-0.51,0.01,-0.76,-0.16,-0.53,8.18,38.37,7.41,-1.57,0.3861,1,1,1,1,1,1,1,1,1
11,5,0.5478009305861723,-0.35993709826996884,30400000.0,4.0,0.8100085660922995,4,-4.85,-7.38,-1.52,-1.0,-12.27,-3.76,-5.68,7.81,-5.66,-4.89,-1.68,-1.92,-1.01,-6.48,-12.19,-5.84,-0.55,-0.7,-9.61,-13.54,23.1,20.11,15.33,0.25,12.23,-1.35,-0.31,-3.77,-7.52,-10.09,3.45,-12.92,-11.22,-1.27,3.51,-6.81,-4.89,-1.2,4.55,-0.11,-0.14,0.0,-0.46,10.76,25.5,10.12,-2.26,-1.66,0.3451,1,1,1,1,1,1,1,1,1
11,5,-0.40701376239071807,2.725941123452049,250000.0,4.0,-1.1532236073795685,0,9.13,6.73,-0.96,-0.63,-1.89,1.4,-3.58,-2.19,14.21,0.94,10.11,-1.21,-0.64,7.52,4.1,8.92,-0.22,15.45,0.11,11.42,1.51,-1.88,-3.89,0.25,-7.15,1.04,0.17,10.32,9.95,7.84,-1.82,6.04,0.82,-2.91,-0.1,11.52,-3.66,-0.76,-4.02,0.62,0.38,0.23,0.29,0.93,2.17,-1.57,-3.4,-1.05,-0.0409,1,1,1,1,1,1,1,1,1
142,7,-0.013854771164939664,-0.6685249204421707,15000000.0,10.0,-0.14811139090793396,4,-6.66,-1.55,-0.32,-0.21,-2.23,-1.09,-1.19,-2.29,-1.64,-0.71,-0.35,-0.4,-0.21,-2.37,-2.69,-2.87,0.04,-4.52,-1.98,-3.28,-2.01,0.76,-0.89,-0.47,-2.38,1.2,0.62,-0.9,-1.58,-2.74,-0.61,-2.83,-2.51,-0.97,-0.03,-1.45,-1.22,-0.25,4.12,-1.79,-2.13,0.59,0.33,-0.97,-1.03,-1.3,-1.13,-0.35,0.2083,1,1,1,1,1,1,1,1,1
172,3,0.26697307971061635,-0.051349276097767065,17800000.0,10.0,2.6949203071118326,0,-4.7,-2.2,-1.04,-0.68,-3.65,-2.13,5.84,9.37,1.11,6.38,-1.15,-1.31,-0.69,5.27,-2.66,-4.78,0.16,0.52,-4.06,-0.25,6.86,-3.63,0.96,-0.06,-4.17,5.83,0.5,-5.42,-1.47,-2.09,4.36,8.91,-1.89,-3.15,-3.78,16.88,-3.97,-0.82,-1.63,-0.3,0.22,-0.47,-0.19,0.68,-0.88,2.76,-3.69,-1.14,4.7593,1,1,1,1,1,1,1,1,1
98,5,1.6711123340883962,-0.9771127426143724,46200000.0,16.0,0.7525735822939204,3,-0.7,-1.29,-1.44,-0.95,-8.59,7.23,11.65,4.18,-5.97,-4.2,-1.6,-1.82,-0.95,-4.58,-10.9,-5.13,-0.4,-3.77,-8.7,-12.28,24.22,43.7,14.16,-0.48,11.51,14.4,-0.32,-2.04,-7.12,-10.86,-2.74,-10.34,-10.59,-1.03,-5.85,-4.84,-4.59,-1.14,-6.03,0.25,0.16,0.14,0.48,-0.53,12.12,3.46,4.28,-1.57,0.4253,1,1,1,1,1,1,1,1,1
115,4,1.6711123340883962,-0.35993709826996884,50000000.0,14.0,1.705472177130665,3,3.81,3.88,-0.96,-0.63,17.28,4.2,-3.58,-5.93,11.33,21.35,-1.06,-1.21,-0.64,13.1,-4.43,-4.72,0.17,11.05,-0.9,0.57,3.13,-6.55,2.88,0.52,-1.88,13.88,0.46,8.32,6.28,-1.41,4.52,-6.9,-1.27,0.43,-3.36,-4.96,-3.66,-0.76,-4.02,0.98,0.2,0.64,1.09,-2.92,-4.4,-3.9,-3.4,-1.05,-0.0191,1,1,1,1,1,1,1,1,1
171,0,-0.4631793325658292,-0.051349276097767065,4800000.0,14.0,-0.043684147638153745,3,6.45,3.88,-0.96,-0.63,-0.93,6.99,3.71,0.14,7.51,8.08,-1.06,-1.21,-0.64,10.31,1.06,3.08,-0.25,3.65,-2.15,-1.08,2.48,-3.43,5.96,0.16,0.39,-4.1,0.42,12.32,8.11,0.54,4.52,-6.9,-4.05,3.76,-3.36,-4.35,-1.85,-0.76,1.44,0.17,-0.02,-0.15,0.08,0.93,-0.46,0.76,-3.4,-1.05,2.1446,1,1,1,1,1,1,1,1,1
64,5,0.15464193936039392,1.491589834763242,10000000.0,16.0,-1.150612926297824,3,-6.9,-0.52,-1.28,-0.84,0.67,-2.48,-4.78,24.93,-7.54,-1.81,-1.42,-1.62,-0.85,-6.01,-7.12,-3.69,-0.44,-7.75,-6.9,-9.96,6.51,2.52,-2.32,-0.01,-2.0,-0.33,-0.76,-1.59,-4.49,-5.12,16.59,6.84,1.79,6.12,-3.39,-5.8,37.79,-1.01,-2.63,-0.3,-0.02,-0.02,-0.46,7.65,8.37,-5.2,-4.54,-1.4,0.9727,1,1,1,1,1,1,1,1,1
155,4,-0.7889396395814742,-0.35993709826996884,300000.0,6.0,-1.093177942499445,3,-4.04,1.81,-0.8,-0.53,9.29,-2.71,-2.99,2.68,-0.76,-1.77,-0.89,-1.01,-0.53,-2.62,-2.47,-5.88,0.43,-3.41,-4.88,-7.14,1.17,-6.15,-0.68,0.66,-1.81,-0.85,-0.35,-1.25,-3.96,-5.39,-1.52,-2.87,3.46,0.91,-0.9,-4.39,3.3,-0.63,2.11,0.24,0.23,0.22,-0.17,1.41,-2.25,1.41,-2.84,-0.87,0.0109,1,1,1,1,1,1,1,1,1
154,4,-0.35084819221560687,0.8744141904188384,7600000.0,4.0,0.8152299282557885,2,13.69,-1.29,-1.44,-0.95,-12.43,-4.88,-5.38,-10.3,-11.71,-12.36,-1.6,-1.82,-0.95,-14.69,-8.47,-12.92,0.48,-4.33,57.08,28.28,-18.28,-12.95,-12.3,-0.03,-14.12,-6.15,-0.01,-13.05,-7.12,-8.43,3.6,32.32,33.21,-4.36,-4.22,-7.89,-5.49,-1.14,4.88,-0.21,0.7,0.75,0.1,-4.38,-7.59,-5.85,-5.11,-1.57,0.3735,1,1,1,1,1,1,1,1,1
18,3,-0.013854771164939664,2.725941123452049,12000000.0,10.0,0.7499629012121759,1,-1.85,-6.6,-1.36,-0.89,-6.84,-6.01,11.94,-7.39,-9.14,-9.64,-1.51,-1.72,-0.9,-14.53,-7.18,-3.76,-0.38,-13.64,-8.3,-15.65,0.97,21.55,-7.93,0.17,8.52,-3.24,-0.3,-3.32,-4.89,-9.69,-2.59,-8.45,-10.66,2.55,-7.07,-7.46,-5.19,-1.08,-5.7,0.06,-0.32,-0.14,0.09,-0.29,0.06,-5.52,29.61,-1.48,0.3069,1,1,1,1,1,1,1,1,1
