player_name,selling_club,selling_league,market_val,age_at_transfer,transfer_fee,transfer_window_idx,contract_left_days
Andrew Robertson,Hull City,Championship,7000000.0,23.0,9000000.0,0.0,339.0
Jeremie Frimpong,Leverkusen,Bundesliga,50000000.0,24.0,40000000.0,16.0,1090.0
Ryan Gravenberch,Bayern Munich,Bundesliga,30000000.0,21.0,40000000.0,12.0,1394.0
Ryan Gravenberch,Ajax,Eredivisie,35000000.0,20.0,18500000.0,10.0,360.0
Wataru Endo,Stuttgart,Bundesliga,6500000.0,30.0,20000000.0,12.0,312.0
Alexis Mac Allister,Brighton,Premier-League,65000000.0,24.0,42000000.0,12.0,725.0
Florian Wirtz,Leverkusen,Bundesliga,140000000.0,22.0,125000000.0,16.0,725.0
Dominik Szoboszlai,Leipzig,Bundesliga,50000000.0,22.0,70000000.0,12.0,1088.0
Dominik Szoboszlai,Salzburg,Bundesliga,25000000.0,20.0,36000000.0,9.0,514.0
Cody Gakpo,PSV,Eredivisie,60000000.0,23.0,42000000.0,13.0,1274.0
Mohamed Salah,Roma,Serie-A,35000000.0,25.0,42000000.0,0.0,725.0
Federico Chiesa,Juventus,Serie-A,35000000.0,26.0,12000000.0,14.0,301.0
Federico Chiesa,Fiorentina,Serie-A,65000000.0,24.0,44600000.0,10.0,684.0
Alexander Isak,Newcastle,Premier-League,120000000.0,25.0,145000000.0,16.0,1029.0
Alexander Isak,Real Sociedad,La-Liga,30000000.0,22.0,77500000.0,10.0,1399.0
Alexander Isak,Dortmund,Bundesliga,8000000.0,19.0,15000000.0,4.0,1090.0
Hugo Ekitiké,Frankfurt,Bundesliga,75000000.0,23.0,95000000.0,16.0,1432.0
Hugo Ekitiké,PSG,Ligue-1,20000000.0,25.0,31500000.0,14.0,1090.0
Hugo Ekitiké,Stade Reims,Ligue-1,20000000.0,25.0,28500000.0,12.0,360.0
Robert Sánchez,Brighton,Premier-League,22000000.0,25.0,23000000.0,12.0,690.0
Filip Jørgensen,Villarreal,La-Liga,20000000.0,22.0,24500000.0,14.0,1790.0
Wesley Fofana,Leicester,Premier-League,40000000.0,21.0,80400000.0,10.0,1760.0
Wesley Fofana,Saint-Étienne,Ligue-1,10000000.0,19.0,35000000.0,7.0,1363.0
Benoît Badiashile,Monaco,Ligue-1,40000000.0,21.0,38000000.0,13.0,540.0
Axel Disasi,Monaco,Ligue-1,30000000.0,25.0,45000000.0,12.0,691.0
Axel Disasi,Stade Reims,Ligue-1,13500000.0,22.0,13000000.0,6.0,323.0
Marc Cucurella,Brighton,Premier-League,28000000.0,25.0,65300000.0,10.0,1420.0
Marc Cucurella,Getafe,La-Liga,20000000.0,23.0,18000000.0,8.0,1030.0
Marc Cucurella,Barcelona,La-Liga,18000000.0,21.0,11800000.0,6.0,360.0
Marc Cucurella,SD Eibar,La-Liga,10000000.0,20.0,4000000.0,4.0,684.0
Marc Cucurella,Barcelona,La-Liga,10000000.0,20.0,2000000.0,4.0,725.0
Jorrel Hato,Ajax,Eredivisie,35000000.0,19.0,44180000.0,16.0,1057.0
Malo Gusto,Lyon,Ligue-1,15000000.0,19.0,30000000.0,13.0,516.0
Moisés Caicedo,Brighton,Premier-League,75000000.0,21.0,116000000.0,12.0,1411.0
Roméo Lavia,Southampton,Championship,32000000.0,19.0,62100000.0,12.0,1407.0
Dário Essugo,Sporting,Primeira-Liga,20000000.0,20.0,22270000.0,16.0,750.0
Enzo Fernández,Benfica,Primeira-Liga,55000000.0,25.0,121000000.0,13.0,1610.0
Cole Palmer,Man City,Premier-League,18000000.0,21.0,47000000.0,12.0,1029.0
Jamie Gittens,Dortmund,Bundesliga,50000000.0,20.0,56000000.0,16.0,1085.0
Alejandro Garnacho,Man Utd,Premier-League,45000000.0,21.0,46200000.0,16.0,1030.0
Pedro Neto,Wolves,Premier-League,55000000.0,24.0,60000000.0,14.0,1049.0
Pedro Neto,Lazio,Serie-A,2500000.0,19.0,17900000.0,4.0,1058.0
Pedro Neto,Braga,Primeira-Liga,2500000.0,19.0,11000000.0,4.0,360.0
Raheem Sterling,Man City,Premier-League,70000000.0,27.0,56200000.0,10.0,347.0
João Pedro,Brighton,Premier-League,50000000.0,23.0,63700000.0,16.0,1088.0
João Pedro,Watford,Championship,32000000.0,21.0,34200000.0,12.0,1820.0
Liam Delap,Ipswich,Premier-League,40000000.0,22.0,35500000.0,16.0,1486.0
Marc Guiu,Barcelona,La-Liga,7500000.0,18.0,6000000.0,14.0,360.0
Guglielmo Vicario,FC Empoli,Serie-A,16000000.0,26.0,18500000.0,12.0,684.0
Cristian Romero,Atalanta,Serie-A,48000000.0,24.0,52000000.0,10.0,1395.0
Cristian Romero,Juventus,Serie-A,35000000.0,23.0,17000000.0,8.0,1054.0
Cristian Romero,Genoa,Serie-A,15000000.0,21.0,31500000.0,4.0,1443.0
Micky van de Ven,Wolfsburg,Bundesliga,30000000.0,22.0,40000000.0,12.0,1417.0
Radu Drăgușin,Genoa,Serie-A,20000000.0,21.0,25000000.0,15.0,1264.0
Radu Drăgușin,Juventus,Serie-A,8000000.0,21.0,9700000.0,12.0,725.0
Kevin Danso,Lens,Ligue-1,25000000.0,26.0,25000000.0,16.0,725.0
Kevin Danso,Augsburg,Bundesliga,5000000.0,22.0,8000000.0,8.0,1054.0
Destiny Udogie,Udinese,Serie-A,17000000.0,19.0,18000000.0,10.0,314.0
Destiny Udogie,Hellas Verona,Serie-A,17000000.0,19.0,5200000.0,10.0,725.0
Djed Spence,Middlesbrough,Championship,8000000.0,21.0,14700000.0,10.0,706.0
Pedro Porro,Sporting,Primeira-Liga,40000000.0,23.0,40000000.0,12.0,725.0
Pedro Porro,Man City,Premier-League,25000000.0,22.0,8770000.0,10.0,725.0
João Palhinha,Fulham,Premier-League,55000000.0,25.0,51000000.0,14.0,1444.0
João Palhinha,Sporting,Primeira-Liga,25000000.0,26.0,24900000.0,10.0,1086.0
Yves Bissouma,Brighton,Premier-League,35000000.0,25.0,29200000.0,10.0,360.0
Yves Bissouma,Lille,Ligue-1,8000000.0,21.0,16800000.0,2.0,343.0
Archie Gray,Leeds,Championship,18000000.0,18.0,41250000.0,14.0,1453.0
Pape Matar Sarr,FC Metz,Ligue-1,10000000.0,18.0,16900000.0,8.0,1398.0
Rodrigo Bentancur,Juventus,Serie-A,25000000.0,24.0,19000000.0,11.0,880.0
Xavi Simons,Leipzig,Bundesliga,70000000.0,22.0,65000000.0,16.0,666.0
Xavi Simons,PSV,Eredivisie,40000000.0,20.0,4000000.0,12.0,1437.0
Dejan Kulusevski,Juventus,Serie-A,50000000.0,23.0,30000000.0,12.0,360.0
Dejan Kulusevski,Atalanta,Serie-A,25000000.0,19.0,39000000.0,7.0,1273.0
James Maddison,Leicester,Championship,60000000.0,26.0,46300000.0,12.0,360.0
James Maddison,Norwich,Championship,10000000.0,21.0,25000000.0,2.0,360.0
Wilson Odobert,Burnley,Championship,10000000.0,19.0,29300000.0,14.0,1409.0
Mohammed Kudus,West Ham,Premier-League,45000000.0,24.0,63800000.0,16.0,1080.0
Mohammed Kudus,Ajax,Eredivisie,40000000.0,25.0,43000000.0,12.0,668.0
Brennan Johnson,Nott'm Forest,Premier-League,38000000.0,22.0,55000000.0,12.0,1029.0
Dominic Solanke,Bournemouth,Premier-League,40000000.0,26.0,64300000.0,14.0,1050.0
Dominic Solanke,Liverpool,Premier-League,10000000.0,21.0,21200000.0,5.0,1271.0
Mathys Tel,Bayern Munich,Bundesliga,35000000.0,20.0,35000000.0,16.0,1455.0
Mathys Tel,Stade Rennais,Ligue-1,2000000.0,17.0,20000000.0,10.0,699.0
Randal Kolo Muani,Frankfurt,Bundesliga,80000000.0,24.0,95000000.0,12.0,1394.0
Richarlison,Everton,Premier-League,48000000.0,25.0,58000000.0,10.0,725.0
Richarlison,Watford,Premier-League,25000000.0,21.0,39200000.0,2.0,1431.0
Aaron Ramsdale,Arsenal,Premier-League,25000000.0,26.0,21400000.0,14.0,665.0
Aaron Ramsdale,Sheff Utd,Championship,12000000.0,23.0,28000000.0,8.0,1040.0
Aaron Ramsdale,Bournemouth,Championship,12500000.0,22.0,20500000.0,6.0,684.0
Nick Pope,Burnley,Championship,15000000.0,30.0,11500000.0,10.0,360.0
Sven Botman,Lille,Ligue-1,30000000.0,22.0,37000000.0,10.0,1090.0
Malick Thiaw,AC Milan,Serie-A,18000000.0,25.0,35000000.0,16.0,683.0
Malick Thiaw,FC Schalke 04,Bundesliga,6000000.0,25.0,12800000.0,10.0,666.0
Fabian Schär,Hoffenheim,Bundesliga,2500000.0,25.0,3000000.0,0.0,704.0
Dan Burn,Brighton,Premier-League,3500000.0,29.0,15000000.0,11.0,150.0
Dan Burn,Wigan,Championship,750000.0,26.0,3550000.0,2.0,321.0
Lewis Hall,Chelsea,Premier-League,18000000.0,19.0,33000000.0,14.0,725.0
Tino Livramento,Southampton,Championship,25000000.0,20.0,37200000.0,12.0,1052.0
Kieran Trippier,Atlético,La-Liga,18000000.0,31.0,14000000.0,11.0,538.0
Kieran Trippier,Tottenham,Premier-League,35000000.0,28.0,22000000.0,4.0,1073.0
Emil Krafth,Amiens SC,Ligue-1,2500000.0,25.0,5400000.0,4.0,1052.0
Emil Krafth,Bologna,Serie-A,2500000.0,24.0,2000000.0,4.0,360.0
Sandro Tonali,AC Milan,Serie-A,50000000.0,23.0,60800000.0,12.0,1452.0
Bruno Guimarães,Lyon,Ligue-1,30000000.0,24.0,42100000.0,11.0,880.0
Jacob Ramsey,Aston Villa,Premier-League,32000000.0,24.0,45150000.0,16.0,678.0
Joelinton,Hoffenheim,Bundesliga,35000000.0,22.0,43500000.0,4.0,1067.0
Joe Willock,Arsenal,Premier-League,16000000.0,21.0,29400000.0,8.0,682.0
Anthony Gordon,Everton,Premier-League,40000000.0,21.0,45600000.0,13.0,881.0
Harvey Barnes,Leicester,Championship,35000000.0,25.0,44000000.0,12.0,702.0
Anthony Elanga,Nott'm Forest,Premier-League,42000000.0,23.0,61400000.0,16.0,1079.0
Anthony Elanga,Man Utd,Premier-League,18000000.0,21.0,22930000.0,12.0,1065.0
Jacob Murphy,Norwich,Championship,1000000.0,22.0,11300000.0,0.0,684.0
Nick Woltemade,Stuttgart,Bundesliga,30000000.0,23.0,75000000.0,16.0,1030.0
Yoane Wissa,Brentford,Premier-League,32000000.0,28.0,57700000.0,16.0,299.0
Yoane Wissa,FC Lorient,Ligue-1,10000000.0,24.0,10000000.0,8.0,1050.0
Yoane Wissa,Angers SCO,Ligue-1,300000.0,21.0,2000000.0,3.0,523.0
William Osula,Sheff Utd,Championship,3000000.0,25.0,11600000.0,14.0,684.0
Tom Heaton,Burnley,Premier-League,3000000.0,33.0,8800000.0,4.0,329.0
Leny Yoro,Lille,Ligue-1,50000000.0,18.0,62000000.0,14.0,342.0
Matthijs de Ligt,Bayern Munich,Bundesliga,65000000.0,25.0,45000000.0,14.0,1047.0
Matthijs de Ligt,Juventus,Serie-A,70000000.0,22.0,67000000.0,10.0,706.0
Matthijs de Ligt,Ajax,Eredivisie,75000000.0,19.0,85500000.0,4.0,707.0
Lisandro Martínez,Ajax,Eredivisie,32000000.0,24.0,57370000.0,10.0,1063.0
Harry Maguire,Leicester,Premier-League,50000000.0,26.0,87000000.0,4.0,1420.0
Harry Maguire,Hull City,Championship,8000000.0,24.0,13700000.0,0.0,360.0
Tyrell Malacia,Feyenoord,Eredivisie,17000000.0,22.0,15000000.0,10.0,720.0
Diogo Dalot,Porto,Primeira-Liga,15000000.0,19.0,22000000.0,2.0,360.0
Noussair Mazraoui,Bayern Munich,Bundesliga,30000000.0,26.0,15000000.0,14.0,682.0
Manuel Ugarte,PSG,Ligue-1,45000000.0,23.0,50000000.0,14.0,1395.0
Manuel Ugarte,Sporting,Primeira-Liga,50000000.0,22.0,60000000.0,12.0,1083.0
Manuel Ugarte,Famalicão,Primeira-Liga,5000000.0,20.0,24500000.0,8.0,1416.0
Casemiro,Real Madrid,La-Liga,40000000.0,30.0,70650000.0,10.0,1038.0
Bruno Fernandes,Sporting,Primeira-Liga,60000000.0,25.0,65000000.0,7.0,1246.0
Bruno Fernandes,Sampdoria,Serie-A,7500000.0,22.0,9700000.0,0.0,684.0
Bruno Fernandes,Udinese,Serie-A,7500000.0,22.0,6000000.0,0.0,360.0
Mason Mount,Chelsea,Premier-League,60000000.0,24.0,67700000.0,12.0,355.0
Bryan Mbeumo,Brentford,Premier-League,55000000.0,25.0,75000000.0,16.0,339.0
Amad Diallo,Atalanta,Serie-A,15000000.0,18.0,21300000.0,9.0,684.0
Matheus Cunha,Wolves,Premier-League,60000000.0,26.0,74200000.0,16.0,1455.0
Matheus Cunha,Atlético,La-Liga,25000000.0,24.0,50000000.0,12.0,1090.0
Matheus Cunha,Hertha BSC,Bundesliga,30000000.0,22.0,35000000.0,8.0,1400.0
Matheus Cunha,Leipzig,Bundesliga,13000000.0,20.0,18000000.0,7.0,1245.0
Benjamin Sesko,Leipzig,Bundesliga,70000000.0,22.0,76500000.0,16.0,1416.0
Benjamin Sesko,Salzburg,Bundesliga,24000000.0,20.0,31650000.0,12.0,1090.0
Joshua Zirkzee,Bologna,Serie-A,50000000.0,23.0,42500000.0,14.0,711.0
Joshua Zirkzee,Bayern Munich,Bundesliga,11000000.0,21.0,27500000.0,10.0,300.0
Matz Sels,R. Strasbourg,Ligue-1,7000000.0,31.0,6500000.0,15.0,879.0
Matz Sels,Newcastle,Premier-League,4500000.0,26.0,4000000.0,2.0,1064.0
Angus Gunn,Southampton,Premier-League,3000000.0,25.0,5850000.0,8.0,725.0
Angus Gunn,Man City,Premier-League,2000000.0,22.0,11300000.0,2.0,715.0
Nikola Milenković,Fiorentina,Serie-A,15000000.0,26.0,12300000.0,14.0,1072.0
Morato,Benfica,Primeira-Liga,15000000.0,23.0,11000000.0,14.0,1030.0
Willy Boly,Wolves,Premier-League,6000000.0,31.0,2600000.0,10.0,299.0
Willy Boly,Porto,Primeira-Liga,5000000.0,27.0,12000000.0,2.0,1090.0
Neco Williams,Liverpool,Premier-League,8000000.0,21.0,20000000.0,10.0,1080.0
Oleksandr Zinchenko,Man City,Premier-League,25000000.0,25.0,35000000.0,10.0,703.0
Ola Aina,Chelsea,Premier-League,10000000.0,22.0,9800000.0,4.0,725.0
Nicolò Savona,Juventus,Serie-A,12000000.0,22.0,13000000.0,16.0,1760.0
Ibrahim Sangaré,PSV,Eredivisie,35000000.0,25.0,35000000.0,12.0,1394.0
Elliot Anderson,Newcastle,Premier-League,15000000.0,21.0,41200000.0,14.0,725.0
Douglas Luiz,Aston Villa,Premier-League,70000000.0,26.0,51500000.0,14.0,725.0
Douglas Luiz,Man City,Premier-League,2500000.0,21.0,16800000.0,4.0,1065.0
Nicolás Domínguez,Bologna,Serie-A,17000000.0,25.0,6650000.0,12.0,299.0
Morgan Gibbs-White,Wolves,Premier-League,11000000.0,22.0,29500000.0,10.0,676.0
Omari Hutchinson,Ipswich,Championship,22000000.0,21.0,43400000.0,16.0,1409.0
Omari Hutchinson,Chelsea,Premier-League,7000000.0,20.0,23500000.0,14.0,725.0
James McAtee,Man City,Premier-League,20000000.0,22.0,25500000.0,16.0,314.0
Callum Hudson-Odoi,Chelsea,Premier-League,15000000.0,22.0,3500000.0,12.0,299.0
Dan Ndoye,Bologna,Serie-A,35000000.0,24.0,42000000.0,16.0,695.0
Dan Ndoye,Nice,Ligue-1,4000000.0,21.0,2000000.0,10.0,725.0
Dilane Bakwa,R. Strasbourg,Ligue-1,25000000.0,25.0,35000000.0,16.0,664.0
Arnaud Kalimuendo,Stade Rennais,Ligue-1,22000000.0,23.0,30000000.0,16.0,677.0
Arnaud Kalimuendo,PSG,Ligue-1,18000000.0,20.0,20000000.0,10.0,684.0
Taiwo Awoniyi,Union Berlin,Bundesliga,20000000.0,24.0,20500000.0,10.0,684.0
Taiwo Awoniyi,Liverpool,Premier-League,5000000.0,23.0,8550000.0,8.0,705.0
Chris Wood,Newcastle,Premier-League,8000000.0,31.0,17000000.0,12.0,360.0
Chris Wood,Burnley,Premier-League,6000000.0,30.0,30000000.0,11.0,532.0
Chris Wood,Leeds,Championship,6000000.0,25.0,16399999.999999998,0.0,674.0
Emiliano Martínez,Arsenal,Premier-League,8000000.0,25.0,17400000.0,6.0,649.0
Marco Bizot,Stade Brestois,Ligue-1,3000000.0,34.0,500000.0,16.0,345.0
Marco Bizot,AZ Alkmaar,Eredivisie,5000000.0,30.0,1000000.0,8.0,326.0
Ezri Konsa,Brentford,Championship,3500000.0,21.0,13300000.0,4.0,714.0
Pau Torres,Villarreal,La-Liga,45000000.0,26.0,33000000.0,12.0,348.0
Victor Lindelöf,Benfica,Primeira-Liga,22000000.0,22.0,35000000.0,0.0,1455.0
Tyrone Mings,Bournemouth,Premier-League,5000000.0,26.0,22300000.0,4.0,1082.0
Ian Maatsen,Chelsea,Premier-League,40000000.0,22.0,44500000.0,14.0,725.0
Lucas Digne,Everton,Premier-League,30000000.0,28.0,30000000.0,11.0,1262.0
Lucas Digne,Barcelona,La-Liga,15000000.0,25.0,20200000.0,2.0,1059.0
Matty Cash,Nott'm Forest,Championship,4800000.0,25.0,15750000.0,6.0,1027.0
Amadou Onana,Everton,Premier-League,50000000.0,22.0,59350000.0,14.0,1068.0
Amadou Onana,Lille,Ligue-1,10000000.0,20.0,39870000.0,10.0,1416.0
Youri Tielemans,Monaco,Ligue-1,38000000.0,22.0,45000000.0,4.0,1082.0
Ross Barkley,Luton,Championship,8000000.0,30.0,5900000.0,14.0,684.0
Ross Barkley,Everton,Premier-League,25000000.0,24.0,16800000.0,3.0,175.0
Morgan Rogers,Middlesbrough,Championship,2800000.0,21.0,9400000.0,15.0,1244.0
Emiliano Buendía,Norwich,Premier-League,35000000.0,24.0,38400000.0,8.0,1090.0
Emiliano Buendía,Getafe,La-Liga,2500000.0,21.0,1500000.0,2.0,1090.0
Jadon Sancho,Dortmund,Bundesliga,100000000.0,21.0,85000000.0,8.0,702.0
Evann Guessand,Nice,Ligue-1,25000000.0,24.0,30000000.0,16.0,1052.0
Ollie Watkins,Brentford,Championship,12000000.0,24.0,34000000.0,6.0,1021.0
Donyell Malen,PSV,Eredivisie,30000000.0,22.0,30000000.0,8.0,1063.0
Olivier Boscagli,Nice,Ligue-1,3000000.0,21.0,2000000.0,4.0,708.0
Diego Coppola,Hellas Verona,Serie-A,10000000.0,21.0,11000000.0,16.0,725.0
Adam Webster,Bristol City,Championship,9000000.0,24.0,22220000.0,4.0,1057.0
Adam Webster,Ipswich,Championship,750000.0,23.0,4000000.0,2.0,360.0
Joël Veltman,Ajax,Eredivisie,8000000.0,28.0,1000000.0,6.0,331.0
Carlos Baleba,Lille,Ligue-1,5000000.0,19.0,27000000.0,12.0,1031.0
Mats Wieffer,Feyenoord,Eredivisie,30000000.0,24.0,32000000.0,14.0,1085.0
Mats Wieffer,Excelsior,Eredivisie,400000.0,22.0,575000.0,10.0,360.0
Tom Watson,Sunderland,Premier-League,8000000.0,19.0,12000000.0,16.0,360.0
Yankuba Minteh,Newcastle,Premier-League,16000000.0,19.0,35000000.0,14.0,1455.0
Brajan Gruda,Mainz,Bundesliga,20000000.0,20.0,31500000.0,14.0,681.0
Georginio Rutter,Leeds,Championship,18000000.0,22.0,46700000.0,14.0,1406.0
Georginio Rutter,Hoffenheim,Bundesliga,16000000.0,20.0,40500000.0,13.0,1261.0
Georginio Rutter,Stade Rennais,Ligue-1,1500000.0,18.0,750000.0,9.0,149.0
Dean Henderson,Man Utd,Premier-League,18000000.0,26.0,17500000.0,12.0,665.0
Marc Guéhi,Chelsea,Premier-League,10000000.0,25.0,23340000.0,8.0,707.0
Maxence Lacroix,Wolfsburg,Bundesliga,20000000.0,24.0,18000000.0,14.0,300.0
Chris Richards,Bayern Munich,Bundesliga,7500000.0,22.0,12000000.0,10.0,1063.0
Jaydee Canvot,Toulouse,Ligue-1,4000000.0,19.0,23000000.0,16.0,1394.0
Chadi Riad,Real Betis,La-Liga,15000000.0,25.0,15000000.0,14.0,684.0
Chadi Riad,Barcelona,La-Liga,15000000.0,25.0,9000000.0,14.0,360.0
Borna Sosa,Ajax,Eredivisie,4500000.0,27.0,2300000.0,16.0,1079.0
Borna Sosa,Stuttgart,Bundesliga,12000000.0,25.0,8000000.0,12.0,664.0
Adam Wharton,Blackburn,Championship,10000000.0,19.0,21100000.0,15.0,1609.0
Cheick Doucouré,Lens,Ligue-1,15000000.0,22.0,22600000.0,10.0,714.0
Jefferson Lerma,Levante,La-Liga,2000000.0,23.0,30500000.0,2.0,1418.0
Will Hughes,Watford,Premier-League,7000000.0,26.0,7000000.0,8.0,302.0
Will Hughes,Derby,Championship,8000000.0,22.0,9100000.0,0.0,1090.0
Naouirou Ahamada,Stuttgart,Bundesliga,5500000.0,20.0,12000000.0,13.0,880.0
Ismaïla Sarr,Marseille,Ligue-1,18000000.0,26.0,15000000.0,14.0,1424.0
Ismaïla Sarr,Watford,Championship,20000000.0,25.0,13000000.0,12.0,336.0
Ismaïla Sarr,Stade Rennais,Ligue-1,30000000.0,21.0,30000000.0,4.0,687.0
Ismaïla Sarr,FC Metz,Ligue-1,2500000.0,19.0,17000000.0,0.0,1429.0
Yéremy Pino,Villarreal,La-Liga,30000000.0,22.0,30000000.0,16.0,666.0
Jean-Philippe Mateta,Mainz,Bundesliga,5000000.0,24.0,11000000.0,11.0,515.0
Jean-Philippe Mateta,Lyon,Ligue-1,2500000.0,25.0,8000000.0,2.0,1090.0
Eddie Nketiah,Arsenal,Premier-League,30000000.0,25.0,29700000.0,14.0,1030.0
Djordje Petrovic,Chelsea,Premier-League,20000000.0,25.0,28900000.0,16.0,1804.0
Bafodé Diakité,Lille,Ligue-1,28000000.0,24.0,35000000.0,16.0,1047.0
Bafodé Diakité,Toulouse,Ligue-1,3000000.0,21.0,3000000.0,10.0,325.0
Marcos Senesi,Feyenoord,Eredivisie,17000000.0,25.0,15000000.0,10.0,322.0
Adrien Truffert,Stade Rennais,Ligue-1,15000000.0,23.0,13500000.0,16.0,360.0
Julián Araujo,Barcelona,La-Liga,8000000.0,25.0,10000000.0,14.0,682.0
Tyler Adams,Leeds,Championship,18000000.0,24.0,26900000.0,12.0,1405.0
Tyler Adams,Leipzig,Bundesliga,17000000.0,23.0,17000000.0,10.0,1084.0
Alex Scott,Bristol City,Championship,20000000.0,19.0,23000000.0,12.0,685.0
Justin Kluivert,Roma,Serie-A,14000000.0,24.0,10800000.0,12.0,725.0
Justin Kluivert,Ajax,Eredivisie,15000000.0,19.0,17250000.0,2.0,360.0
Marcus Tavernier,Middlesbrough,Championship,4500000.0,23.0,11900000.0,10.0,694.0
Amine Adli,Leverkusen,Bundesliga,18000000.0,25.0,21000000.0,16.0,1039.0
Antoine Semenyo,Bristol City,Championship,3000000.0,25.0,10250000.0,13.0,153.0
Ben Gannon-Doak,Liverpool,Premier-League,14000000.0,19.0,23200000.0,16.0,312.0
David Brooks,Sheff Utd,Championship,5000000.0,20.0,11300000.0,2.0,684.0
Evanilson,Porto,Primeira-Liga,35000000.0,24.0,37000000.0,14.0,1044.0
Enes Ünal,Getafe,La-Liga,18000000.0,27.0,16500000.0,14.0,725.0
Enes Ünal,Villarreal,La-Liga,8000000.0,23.0,9000000.0,6.0,683.0
Enes Ünal,Man City,Premier-League,10000000.0,20.0,14000000.0,0.0,725.0
Caoimhín Kelleher,Liverpool,Premier-League,20000000.0,26.0,14800000.0,16.0,360.0
Nathan Collins,Wolves,Premier-League,22000000.0,22.0,26850000.0,12.0,1451.0
Nathan Collins,Burnley,Championship,10000000.0,21.0,24300000.0,10.0,1078.0
Nathan Collins,Stoke City,Championship,8000000.0,20.0,14000000.0,8.0,1090.0
Sepp van den Berg,Liverpool,Premier-League,12000000.0,22.0,23600000.0,14.0,673.0
Sepp van den Berg,PEC Zwolle,Eredivisie,2000000.0,17.0,1900000.0,4.0,360.0
Ethan Pinnock,Barnsley,Championship,500000.0,26.0,3350000.0,4.0,358.0
Michael Kayode,Fiorentina,Serie-A,18000000.0,20.0,17500000.0,16.0,1090.0
Aaron Hickey,Bologna,Serie-A,18000000.0,25.0,14250000.0,10.0,716.0
Vitaly Janelt,Leipzig,Bundesliga,600000.0,20.0,150000.0,2.0,1090.0
Jordan Henderson,Liverpool,Premier-League,10000000.0,33.0,14000000.0,12.0,698.0
Mathias Jensen,Celta de Vigo,La-Liga,2500000.0,23.0,3800000.0,4.0,1445.0
Keane Lewis-Potter,Hull City,Championship,12000000.0,21.0,19000000.0,10.0,684.0
Mikkel Damsgaard,Sampdoria,Serie-A,15000000.0,22.0,15000000.0,10.0,685.0
Antoni Milambo,Feyenoord,Eredivisie,18000000.0,20.0,20000000.0,16.0,722.0
Fábio Carvalho,Liverpool,Premier-League,14000000.0,21.0,23400000.0,14.0,1048.0
Fábio Carvalho,Fulham,Premier-League,12000000.0,19.0,9400000.0,10.0,684.0
Dango Ouattara,Bournemouth,Premier-League,28000000.0,23.0,42800000.0,16.0,1044.0
Dango Ouattara,FC Lorient,Ligue-1,10000000.0,20.0,22500000.0,13.0,526.0
Kevin Schade,Freiburg,Bundesliga,25000000.0,21.0,25000000.0,12.0,1090.0
Romelle Donovan,Birmingham,Championship,800000.0,18.0,3600000.0,16.0,360.0
Jordan Pickford,Sunderland,Championship,15000000.0,23.0,28500000.0,0.0,1090.0
Mark Travers,Bournemouth,Premier-League,4000000.0,26.0,4600000.0,16.0,710.0
Michael Keane,Burnley,Premier-League,18000000.0,24.0,28500000.0,0.0,357.0
Adam Aznou,Bayern Munich,Bundesliga,4000000.0,19.0,9000000.0,16.0,696.0
Jake O'Brien,Lyon,Ligue-1,12000000.0,23.0,19500000.0,14.0,1060.0
James Garner,Man Utd,Premier-League,7000000.0,21.0,10400000.0,10.0,664.0
Idrissa Gueye,PSG,Ligue-1,12000000.0,32.0,4000000.0,10.0,299.0
Idrissa Gueye,Everton,Premier-League,25000000.0,29.0,30000000.0,4.0,1060.0
Kiernan Dewsbury-Hall,Chelsea,Premier-League,20000000.0,26.0,28650000.0,16.0,1419.0
Kiernan Dewsbury-Hall,Leicester,Premier-League,30000000.0,25.0,35400000.0,14.0,1088.0
Carlos Alcaraz,Southampton,Premier-League,15000000.0,21.0,18000000.0,14.0,1397.0
Tim Iroegbunam,Aston Villa,Premier-League,4000000.0,25.0,10700000.0,14.0,1090.0
Jack Grealish,Aston Villa,Premier-League,65000000.0,25.0,117500000.0,8.0,1420.0
Dwight McNeil,Burnley,Championship,18000000.0,22.0,17000000.0,10.0,697.0
Iliman Ndiaye,Marseille,Ligue-1,15000000.0,24.0,18000000.0,14.0,1452.0
Iliman Ndiaye,Sheff Utd,Premier-League,18000000.0,23.0,17000000.0,12.0,329.0
Tyler Dibling,Southampton,Championship,25000000.0,19.0,40500000.0,16.0,670.0
Thierno Barry,Villarreal,La-Liga,20000000.0,22.0,30000000.0,16.0,1446.0
Beto,Udinese,Serie-A,25000000.0,25.0,25000000.0,12.0,1031.0
Beto,Portimonense,Primeira-Liga,10000000.0,24.0,15000000.0,10.0,360.0
Mads Hermansen,Leicester,Championship,15000000.0,25.0,20800000.0,16.0,1051.0
Alphonse Areola,PSG,Ligue-1,8000000.0,29.0,9300000.0,10.0,360.0
Lukasz Fabianski,Swansea,Championship,5000000.0,33.0,8000000.0,2.0,360.0
Maximilian Kilman,Wolves,Premier-League,32000000.0,27.0,47500000.0,14.0,1449.0
Jean-Clair Todibo,Nice,Ligue-1,25000000.0,25.0,40000000.0,16.0,725.0
Jean-Clair Todibo,Barcelona,La-Liga,12000000.0,21.0,16500000.0,8.0,725.0
Jean-Clair Todibo,Toulouse,Ligue-1,8000000.0,19.0,1000000.0,5.0,150.0
Igor Julio,Fiorentina,Serie-A,10000000.0,25.0,16500000.0,12.0,334.0
