player_name,selling_club,selling_league,market_val,age_at_transfer,transfer_fee,transfer_window_idx,contract_left_days
Thijs Oosting,AZ Alkmaar,Eredivisie,600000.0,21.0,1000000.0,11.0,150.0
Mattijs Branderhorst,Utrecht,Eredivisie,800000.0,31.0,250000.0,16.0,360.0
Daley Sinkgraven,Ajax,Eredivisie,3000000.0,23.0,5000000.0,4.0,360.0
Samuel Bastien,Burnley,Championship,1100000.0,27.0,250000.0,14.0,322.0
Samuel Bastien,Chievo Verona,Serie-A,2500000.0,21.0,3000000.0,2.0,360.0
Mohamed Ihattaren,PSV,Eredivisie,12000000.0,19.0,1900000.0,8.0,300.0
Kristoffer Peterson,Swansea,Championship,1600000.0,25.0,450000.0,7.0,630.0
Kristoffer Peterson,Heracles Almelo,Eredivisie,3500000.0,24.0,550000.0,4.0,328.0
Kaj Sierhuis,Stade Reims,Ligue-1,1200000.0,25.0,500000.0,12.0,328.0
Arthur Zagré,PSG,Ligue-1,6000000.0,17.0,10000000.0,4.0,666.0
Lennard Hartjes,Feyenoord,Eredivisie,500000.0,21.0,250000.0,14.0,334.0
Mike van Duinen,Excelsior,Eredivisie,1250000.0,26.0,750000.0,2.0,360.0
Terence Kongolo,Huddersfield,Championship,6500000.0,26.0,4400000.0,7.0,619.0
Terence Kongolo,Monaco,Ligue-1,10000000.0,24.0,20000000.0,2.0,1455.0
Terence Kongolo,Feyenoord,Eredivisie,10000000.0,23.0,15000000.0,0.0,722.0
Denis Odoi,Fulham,Championship,500000.0,33.0,700000.0,11.0,150.0
Clint Leemans,VVV-Venlo,Eredivisie,2000000.0,22.0,350000.0,2.0,347.0
Mohamed Nassoh,Sparta R.,Eredivisie,700000.0,22.0,400000.0,16.0,1060.0
Mimeirhel Benita,Feyenoord,Eredivisie,1000000.0,21.0,1000000.0,16.0,360.0
Jeff Reine-Adélaïde,Angers SCO,Ligue-1,11000000.0,21.0,25000000.0,4.0,1046.0
Ajdin Hrustic,Frankfurt,Bundesliga,3000000.0,26.0,500000.0,10.0,299.0
Ajdin Hrustic,FC Groningen,Eredivisie,650000.0,24.0,1000000.0,6.0,272.0
Yvandro Borges Sanches,Mönchengladbach,Bundesliga,500000.0,21.0,500000.0,16.0,323.0
Brandley Kuwas,Heracles Almelo,Eredivisie,4000000.0,26.0,2500000.0,4.0,360.0
Henk Veerman,Heerenveen,Eredivisie,900000.0,30.0,300000.0,11.0,519.0
Henk Veerman,Heerenveen,Eredivisie,1000000.0,27.0,500000.0,2.0,321.0
David Button,Brighton,Premier-League,1200000.0,31.0,1100000.0,6.0,295.0
David Button,Fulham,Premier-League,1500000.0,29.0,4500000.0,2.0,344.0
Jacob Greaves,Hull City,Championship,15000000.0,23.0,21500000.0,14.0,713.0
Dara O'Shea,Burnley,Championship,7000000.0,25.0,14200000.0,14.0,1035.0
Dara O'Shea,West Brom,Championship,5000000.0,24.0,7800000.0,12.0,725.0
Leif Davis,Leeds,Premier-League,800000.0,22.0,1200000.0,10.0,335.0
Conor Townsend,West Brom,Championship,1500000.0,31.0,590000.0,14.0,329.0
Darnell Furlong,West Brom,Championship,2800000.0,29.0,4000000.0,16.0,667.0
Darnell Furlong,QPR,Championship,750000.0,23.0,1700000.0,4.0,684.0
Ashley Young,Man Utd,Premier-League,4000000.0,34.0,1700000.0,7.0,163.0
Azor Matusiwa,Stade Rennais,Ligue-1,8000000.0,27.0,11500000.0,16.0,1077.0
Azor Matusiwa,Stade Reims,Ligue-1,10000000.0,25.0,15500000.0,15.0,1253.0
Azor Matusiwa,FC Groningen,Eredivisie,5000000.0,23.0,4000000.0,8.0,665.0
Jens Cajuste,Stade Reims,Ligue-1,6000000.0,25.0,11500000.0,12.0,1050.0
Jaden Philogene,Hull City,Championship,15000000.0,22.0,16000000.0,14.0,706.0
Jaden Philogene,Aston Villa,Premier-League,2800000.0,21.0,5800000.0,12.0,684.0
Jack Clarke,Sunderland,Championship,15000000.0,23.0,17700000.0,14.0,671.0
Jack Clarke,Leeds,Championship,6000000.0,18.0,11000000.0,4.0,723.0
Chuba Akpom,Middlesbrough,Championship,12000000.0,27.0,12300000.0,12.0,684.0
Chuba Akpom,Arsenal,Premier-League,1200000.0,22.0,2200000.0,2.0,327.0
George Hirst,Leicester,Championship,800000.0,24.0,1750000.0,12.0,712.0
Gavin Bazunu,Shamrock Rovers,Premier-League,6000000.0,16.0,500000.0,5.0,688.0
Taylor Harwood-Bellis,Man City,Premier-League,22000000.0,22.0,23000000.0,14.0,360.0
Nathan Wood,Swansea,Championship,3800000.0,22.0,3500000.0,14.0,355.0
Nathan Wood,Middlesbrough,Championship,300000.0,20.0,465000.0,10.0,684.0
Joshua Quarshie,Hoffenheim,Bundesliga,3000000.0,20.0,3500000.0,16.0,725.0
Ryan Manning,QPR,Championship,2400000.0,24.0,278000.0,7.0,684.0
Flynn Downes,West Ham,Premier-League,9000000.0,25.0,17850000.0,14.0,1074.0
Flynn Downes,Swansea,Championship,2000000.0,23.0,10650000.0,10.0,1083.0
Oriol Romeu,Girona,La-Liga,5000000.0,31.0,3400000.0,12.0,706.0
Oriol Romeu,Southampton,Premier-League,5000000.0,30.0,5500000.0,10.0,299.0
Tom Fellows,West Brom,Championship,10000000.0,22.0,9250000.0,16.0,666.0
Finn Azaz,Middlesbrough,Championship,16000000.0,24.0,13900000.0,16.0,1031.0
Leo Scienza,Heidenheim,Bundesliga,3000000.0,26.0,9000000.0,16.0,664.0
Cameron Archer,Aston Villa,Premier-League,13000000.0,22.0,17600000.0,14.0,1044.0
Cameron Archer,Sheff Utd,Championship,13000000.0,22.0,16649999.999999998,14.0,1079.0
Cameron Archer,Aston Villa,Premier-League,12000000.0,21.0,21550000.0,12.0,1398.0
Adam Armstrong,Blackburn,Championship,18000000.0,24.0,17700000.0,8.0,320.0
Adam Armstrong,Newcastle,Premier-League,1500000.0,21.0,1900000.0,2.0,689.0
Damion Downs,1.FC Köln,Bundesliga,6000000.0,25.0,8000000.0,16.0,351.0
Ross Stewart,Sunderland,Championship,2800000.0,27.0,9300000.0,12.0,299.0
Asmir Begovic,Chelsea,Premier-League,8000000.0,25.0,11500000.0,0.0,725.0
Wout Faes,Stade Reims,Ligue-1,10000000.0,24.0,17000000.0,10.0,664.0
Caleb Okoli,Atalanta,Serie-A,8000000.0,22.0,14000000.0,14.0,716.0
Harry Souttar,Stoke City,Championship,6000000.0,24.0,17000000.0,13.0,684.0
Jannik Vestergaard,Southampton,Premier-League,18000000.0,25.0,17600000.0,8.0,317.0
Jannik Vestergaard,Mönchengladbach,Bundesliga,14000000.0,25.0,25000000.0,2.0,1077.0
Ricardo Pereira,Porto,Primeira-Liga,20000000.0,24.0,22000000.0,2.0,360.0
Boubakary Soumaré,Lille,Ligue-1,28000000.0,22.0,20000000.0,8.0,358.0
Oliver Skipp,Tottenham,Premier-League,15000000.0,23.0,23500000.0,14.0,1041.0
Harry Winks,Tottenham,Premier-League,10000000.0,27.0,11600000.0,12.0,360.0
Stephy Mavididi,Montpellier,Ligue-1,6000000.0,25.0,7500000.0,12.0,330.0
Issahaku Fatawu,Sporting,Primeira-Liga,10000000.0,20.0,16250000.0,14.0,1090.0
Bobby De Cordova-Reid,Cardiff,Championship,10000000.0,26.0,8900000.0,7.0,886.0
Bobby De Cordova-Reid,Bristol City,Championship,3000000.0,25.0,11350000.0,2.0,684.0
Patson Daka,Salzburg,Bundesliga,22000000.0,22.0,30000000.0,8.0,1090.0
Jordan Ayew,Crystal Palace,Premier-League,4000000.0,32.0,5900000.0,14.0,307.0
Jordan Ayew,Swansea,Championship,8000000.0,27.0,2800000.0,4.0,335.0
Jordan Ayew,Aston Villa,Championship,7500000.0,25.0,5800000.0,1.0,1245.0
Michael Cooper,Plymouth,Championship,1000000.0,24.0,2350000.0,14.0,315.0
Adam Davies,Stoke City,Championship,700000.0,29.0,300000.0,11.0,155.0
Mark McGuinness,Cardiff,Championship,4500000.0,23.0,11700000.0,14.0,684.0
Ben Godfrey,Everton,Premier-League,10000000.0,26.0,12500000.0,14.0,360.0
Ben Godfrey,Norwich,Championship,16000000.0,22.0,27500000.0,7.0,265.0
Jaïro Riedewald,Ajax,Eredivisie,5000000.0,20.0,9000000.0,0.0,1066.0
Gustavo Hamer,Coventry,Championship,8000000.0,26.0,17300000.0,12.0,318.0
Gustavo Hamer,PEC Zwolle,Eredivisie,800000.0,25.0,4500000.0,6.0,357.0
Gustavo Hamer,Feyenoord,Eredivisie,500000.0,25.0,765000.0,2.0,360.0
Tahith Chong,Birmingham,Championship,3200000.0,23.0,4700000.0,12.0,1076.0
Tahith Chong,Man Utd,Premier-League,3500000.0,22.0,1750000.0,10.0,299.0
Chiedozie Ogbene,Luton,Championship,8000000.0,27.0,9500000.0,14.0,684.0
Tom Cannon,Everton,Premier-League,5000000.0,20.0,8800000.0,12.0,664.0
Danny Ings,Aston Villa,Premier-League,16000000.0,30.0,12000000.0,13.0,525.0
Danny Ings,Southampton,Premier-League,22000000.0,25.0,29400000.0,8.0,326.0
Danny Ings,Liverpool,Premier-League,15000000.0,26.0,25100000.0,4.0,360.0
Patrick Bamford,Middlesbrough,Championship,4000000.0,24.0,7900000.0,2.0,1060.0
Patrick Bamford,Chelsea,Premier-League,5000000.0,23.0,6900000.0,1.0,527.0
Seny Dieng,QPR,Championship,1200000.0,28.0,2300000.0,12.0,684.0
Matt Targett,Aston Villa,Premier-League,17000000.0,26.0,17500000.0,10.0,1090.0
Matt Targett,Southampton,Premier-League,7000000.0,23.0,15500000.0,4.0,1090.0
Delano Burgzorg,Mainz,Bundesliga,1600000.0,25.0,2750000.0,14.0,360.0
Delano Burgzorg,Spezia Calcio,Serie-A,525000.0,21.0,240000.0,6.0,1090.0
Morgan Whittaker,Swansea,Championship,1000000.0,22.0,1150000.0,12.0,708.0
Morgan Whittaker,Derby,Championship,1000000.0,25.0,795000.0,9.0,879.0
Sontje Hansen,NEC Nijmegen,Eredivisie,4000000.0,23.0,3500000.0,16.0,682.0
Tommy Conway,Bristol City,Championship,4000000.0,25.0,5300000.0,14.0,314.0
Bobby Thomas,Burnley,Premier-League,450000.0,22.0,2300000.0,12.0,684.0
Milan van Ewijk,Heerenveen,Eredivisie,7000000.0,22.0,4300000.0,12.0,698.0
Kaine Kesler-Hayden,Aston Villa,Premier-League,2500000.0,22.0,4000000.0,16.0,684.0
Ellis Simms,Everton,Premier-League,4000000.0,22.0,7000000.0,12.0,353.0
Brandon Thomas-Asante,West Brom,Championship,3000000.0,25.0,2950000.0,14.0,329.0
Vladan Kovacevic,Sporting,Primeira-Liga,3000000.0,27.0,2500000.0,16.0,1455.0
Jakov Medic,Ajax,Eredivisie,2000000.0,26.0,2000000.0,16.0,1090.0
Jack Stacey,Luton,Championship,6000000.0,23.0,4450000.0,4.0,352.0
Mirko Topić,Famalicão,Primeira-Liga,5000000.0,24.0,3500000.0,16.0,692.0
Amankwah Forson,Salzburg,Bundesliga,5000000.0,21.0,4500000.0,14.0,1051.0
Jeffrey Schlupp,Leicester,Premier-League,8000000.0,25.0,13800000.0,1.0,897.0
Papa Amadou Diallo,FC Metz,Ligue-1,4000000.0,25.0,5000000.0,16.0,336.0
Ryan Allsop,Hull City,Championship,1000000.0,25.0,980000.0,14.0,360.0
Jack Robinson,Sheff Utd,Championship,700000.0,25.0,200000.0,16.0,299.0
Lee Buchanan,Werder Bremen,Bundesliga,3500000.0,22.0,1500000.0,12.0,1064.0
Bright Osayi-Samuel,QPR,Championship,3500000.0,25.0,508000.0,9.0,152.0
Alfons Sampsted,Twente FC,Eredivisie,2000000.0,27.0,1400000.0,16.0,360.0
Tommy Doyle,Man City,Premier-League,10000000.0,22.0,5000000.0,14.0,360.0
Marc Leonard,Brighton,Premier-League,450000.0,22.0,590000.0,14.0,335.0
Willum Thór Willumsson,Go Ahead Eagles,Eredivisie,3000000.0,25.0,4000000.0,14.0,706.0
Demarai Gray,Everton,Premier-League,20000000.0,27.0,9300000.0,12.0,293.0
Demarai Gray,Leverkusen,Bundesliga,8000000.0,25.0,2000000.0,8.0,338.0
Demarai Gray,Leicester,Premier-League,12000000.0,24.0,2000000.0,9.0,150.0
Jay Stansfield,Fulham,Premier-League,3500000.0,21.0,17800000.0,14.0,1030.0
Kyogo Furuhashi,Stade Rennais,Ligue-1,9000000.0,30.0,9000000.0,16.0,720.0
Marvin Ducksch,Werder Bremen,Bundesliga,6000000.0,31.0,2000000.0,16.0,323.0
Marvin Ducksch,F. Düsseldorf,Bundesliga,1500000.0,25.0,1500000.0,4.0,1090.0
Lyndon Dykes,QPR,Championship,2000000.0,28.0,1200000.0,14.0,667.0
Chris Mepham,Bournemouth,Premier-League,6000000.0,27.0,1150000.0,16.0,302.0
Chris Mepham,Brentford,Championship,8000000.0,21.0,13600000.0,5.0,1253.0
Nat Phillips,Liverpool,Premier-League,3000000.0,28.0,3500000.0,16.0,684.0
Krystian Bielik,Birmingham,Championship,3000000.0,27.0,1200000.0,16.0,681.0
Krystian Bielik,Arsenal,Premier-League,2000000.0,21.0,8199999.999999999,4.0,693.0
Samuel Iling-Junior,Juventus,Serie-A,13000000.0,20.0,14000000.0,14.0,360.0
Alfie Gilchrist,Chelsea,Premier-League,8000000.0,21.0,2300000.0,16.0,301.0
Alex Mowatt,Leeds,Championship,1000000.0,21.0,580000.0,1.0,151.0
Karlan Grant,Huddersfield,Championship,8000000.0,25.0,16500000.0,7.0,620.0
Cameron Burgess,Fulham,Championship,350000.0,21.0,150000.0,0.0,684.0
Josh Tymon,Stoke City,Championship,3000000.0,24.0,2200000.0,12.0,684.0
Gonçalo Franco,Moreirense,Primeira-Liga,3000000.0,23.0,2100000.0,14.0,348.0
Marko Stamenic,Nott'm Forest,Premier-League,3000000.0,23.0,2000000.0,16.0,1405.0
Adam Idah,Norwich,Championship,3500000.0,23.0,9900000.0,14.0,1411.0
Luke McNally,Burnley,Championship,3800000.0,24.0,1750000.0,14.0,665.0
Rob Dickie,QPR,Championship,3000000.0,27.0,810000.0,12.0,360.0
Scott Twine,Burnley,Championship,3000000.0,25.0,3750000.0,14.0,679.0
Sinclair Armstrong,QPR,Championship,1000000.0,25.0,2950000.0,14.0,684.0
Fally Mayulu,Rapid Vienna,Bundesliga,2000000.0,21.0,3500000.0,14.0,1090.0
Ben Wilmot,Watford,Premier-League,2500000.0,21.0,1750000.0,8.0,725.0
Ashley Phillips,Blackburn,Championship,2000000.0,18.0,2300000.0,12.0,690.0
Ben Gibson,Burnley,Premier-League,7000000.0,28.0,9300000.0,8.0,360.0
Ben Gibson,Middlesbrough,Championship,10000000.0,25.0,16900000.0,2.0,1055.0
Steven Nzonzi,Sevilla FC,La-Liga,30000000.0,29.0,26650000.0,2.0,681.0
Ben Pearson,Bournemouth,Premier-League,2200000.0,28.0,1500000.0,12.0,352.0
Ben Pearson,Preston,Championship,1600000.0,25.0,700000.0,9.0,151.0
André Vidigal,Fortuna Sittard,Eredivisie,600000.0,22.0,500000.0,8.0,360.0
Million Manhoef,Vitesse,Eredivisie,3500000.0,25.0,4000000.0,15.0,514.0
Divin Mubama,West Ham,Premier-League,1000000.0,19.0,1400000.0,14.0,684.0
Róbert Boženík,Feyenoord,Eredivisie,1000000.0,23.0,1000000.0,12.0,349.0
Sam Gallagher,Blackburn,Championship,2000000.0,28.0,1800000.0,14.0,684.0
Sam Gallagher,Southampton,Premier-League,3000000.0,23.0,6500000.0,4.0,712.0
Danny Ward,Liverpool,Premier-League,2500000.0,25.0,14000000.0,2.0,1070.0
Dominic Hyam,Blackburn,Championship,2000000.0,29.0,3100000.0,16.0,299.0
Dominic Hyam,Coventry,Championship,1200000.0,26.0,1750000.0,10.0,667.0
Conor Coady,Leicester,Championship,2200000.0,32.0,2300000.0,16.0,329.0
Conor Coady,Wolves,Premier-League,12000000.0,30.0,8700000.0,12.0,725.0
Dan Scarr,Plymouth,Championship,500000.0,29.0,352000.0,14.0,328.0
Ben Sheaf,Coventry,Championship,7000000.0,27.0,7500000.0,16.0,299.0
Lewis O'Brien,Nott'm Forest,Premier-League,4000000.0,26.0,3500000.0,16.0,336.0
Lewis O'Brien,Huddersfield,Championship,3500000.0,23.0,9400000.0,10.0,1070.0
James McClean,West Brom,Championship,3000000.0,29.0,5600000.0,2.0,338.0
Nathan Broadhead,Ipswich,Championship,4500000.0,27.0,8700000.0,16.0,316.0
Kieffer Moore,Sheff Utd,Championship,1000000.0,32.0,2300000.0,16.0,690.0
Kieffer Moore,Bournemouth,Premier-League,2000000.0,31.0,1790000.0,14.0,345.0
Kieffer Moore,Cardiff,Championship,5000000.0,29.0,4200000.0,11.0,515.0
Kieffer Moore,Barnsley,Championship,750000.0,26.0,2700000.0,4.0,690.0
Kieffer Moore,Ipswich,Championship,200000.0,25.0,850000.0,3.0,172.0
Jay Rodríguez,West Brom,Championship,10000000.0,29.0,10000000.0,4.0,716.0
Jay Rodríguez,Southampton,Premier-League,10000000.0,27.0,13700000.0,0.0,723.0
James Abankwah,St. Pat's,Premier-League,6000000.0,25.0,400000.0,11.0,684.0
Imrân Louza,FC Nantes,Ligue-1,12000000.0,22.0,10000000.0,8.0,1090.0
Moussa Sissoko,Watford,Championship,4500000.0,32.0,2000000.0,10.0,360.0
Moussa Sissoko,Tottenham,Premier-League,10000000.0,25.0,3500000.0,8.0,668.0
Ivor Pandur,Fortuna Sittard,Eredivisie,2000000.0,23.0,2000000.0,15.0,1255.0
Ivor Pandur,Hellas Verona,Serie-A,2000000.0,23.0,1400000.0,12.0,725.0
John Egan,Brentford,Championship,1500000.0,25.0,4500000.0,2.0,706.0
Akin Famewo,Norwich,Championship,250000.0,23.0,60000.0,10.0,354.0
Ryan Giles,Luton,Championship,4500000.0,24.0,5300000.0,14.0,684.0
Ryan Giles,Wolves,Premier-League,9000000.0,23.0,5850000.0,12.0,697.0
Matt Crooks,Middlesbrough,Championship,1500000.0,25.0,1000000.0,15.0,503.0
Mohamed Belloumi,Farense,Primeira-Liga,4000000.0,22.0,5500000.0,14.0,1030.0
Oli McBurnie,Swansea,Championship,8000000.0,23.0,19100000.0,4.0,684.0
Steven Benda,Swansea,Championship,400000.0,24.0,870000.0,12.0,300.0
Jake Cooper,Reading,Championship,350000.0,22.0,450000.0,0.0,332.0
Caleb Taylor,West Brom,Championship,700000.0,22.0,2900000.0,16.0,1031.0
Joe Bryan,Bristol City,Championship,5000000.0,24.0,6700000.0,2.0,684.0
Ryan Leonard,Sheff Utd,Championship,1000000.0,26.0,1100000.0,5.0,908.0
Massimo Luongo,QPR,Championship,5000000.0,26.0,1100000.0,4.0,322.0
Josh Coburn,Middlesbrough,Championship,1500000.0,22.0,6400000.0,16.0,725.0
Matt Clarke,Brighton,Premier-League,3000000.0,25.0,2600000.0,10.0,305.0
Danny Batth,Wolves,Premier-League,1000000.0,28.0,3450000.0,5.0,516.0
Callum Elder,Leicester,Premier-League,250000.0,24.0,1500000.0,4.0,322.0
Max Johnston,Sturm Graz,Bundesliga,3500000.0,21.0,2500000.0,16.0,668.0
Ebou Adams,Cardiff,Championship,400000.0,28.0,1070000.0,14.0,343.0
Andreas Weimann,Derby,Championship,2500000.0,26.0,2250000.0,2.0,357.0
Ben Brereton Díaz,Villarreal,La-Liga,8000000.0,25.0,8300000.000000001,14.0,1060.0
Ben Brereton Díaz,Nott'm Forest,Championship,5000000.0,19.0,8300000.000000001,5.0,906.0
Paul Nardi,FC Lorient,Ligue-1,2000000.0,28.0,150000.0,10.0,299.0
Paul Nardi,Monaco,Ligue-1,2000000.0,25.0,1500000.0,4.0,337.0
Karamoko Dembélé,Stade Brestois,Ligue-1,1200000.0,22.0,2000000.0,16.0,360.0
Liam Lindsay,Barnsley,Championship,500000.0,23.0,2250000.0,4.0,360.0
Jamal Lewis,Norwich,Championship,11000000.0,22.0,16500000.0,6.0,1022.0
Odeluga Offiah,Brighton,Premier-League,600000.0,22.0,1600000.0,16.0,684.0
Robbie Brady,Norwich,Championship,8000000.0,25.0,15100000.0,1.0,515.0
Lewis Dobbin,Everton,Premier-League,2500000.0,21.0,11800000.0,14.0,360.0
Marlon Pack,Bristol City,Championship,3000000.0,28.0,815000.0,4.0,687.0
Josh Murphy,Norwich,Championship,1500000.0,23.0,11400000.0,2.0,684.0
Franco Umeh-Chibueze,Cork City,Premier-League,25000.0,25.0,75000.0,13.0,298.0
Conor Chaplin,Barnsley,Championship,1000000.0,24.0,875000.0,8.0,698.0
Aynsley Pears,Middlesbrough,Championship,900000.0,22.0,440000.0,7.0,254.0
Sean McLoughlin,Hull City,Championship,1500000.0,28.0,575000.0,16.0,684.0
Taylor Gardner-Hickman,Bristol City,Championship,2500000.0,23.0,1750000.0,16.0,725.0
Taylor Gardner-Hickman,West Brom,Championship,2200000.0,25.0,1500000.0,15.0,895.0
Sidnei Tavares,Moreirense,Primeira-Liga,800000.0,23.0,2000000.0,16.0,1090.0
Adam Forshaw,Middlesbrough,Championship,3000000.0,26.0,5100000.0,3.0,892.0
Todd Cantwell,Norwich,Championship,8000000.0,24.0,1710000.0,13.0,157.0
Siriki Dembélé,Peterborough,Championship,1500000.0,25.0,2640000.0,11.0,150.0
Nik Prelec,WSG Tirol,Bundesliga,600000.0,21.0,1160000.0,13.0,684.0
Reece Burke,West Ham,Premier-League,1000000.0,21.0,1700000.0,2.0,715.0
Macaulay Gillesphey,Plymouth,Championship,400000.0,28.0,350000.0,15.0,533.0
Jérôme Roussillon,Montpellier,Ligue-1,8000000.0,25.0,5000000.0,2.0,324.0
James Bree,Luton,Championship,3000000.0,25.0,850000.0,13.0,684.0
James Bree,Barnsley,Championship,250000.0,19.0,3500000.0,1.0,155.0
Joe Rankin-Costello,Blackburn,Championship,1600000.0,25.0,870000.0,16.0,714.0
Conor Coventry,West Ham,Premier-League,1500000.0,23.0,1160000.0,15.0,168.0
Charlie Kelman,QPR,Championship,650000.0,23.0,3500000.0,16.0,684.0
Max Lowe,Derby,Championship,1600000.0,23.0,3850000.0,6.0,293.0
Yan Valery,Angers SCO,Ligue-1,2000000.0,25.0,474000.0,14.0,725.0
Nathaniel Chalobah,Chelsea,Premier-League,5000000.0,22.0,6300000.0,0.0,347.0
Olaf Kobacki,Atalanta,Serie-A,250000.0,20.0,180000.0,10.0,360.0
Jamal Lowe,Swansea,Championship,2000000.0,27.0,1700000.0,8.0,665.0
David Raya,Brentford,Premier-League,35000000.0,28.0,31900000.0,14.0,356.0
David Raya,Blackburn,Championship,1500000.0,23.0,3350000.0,4.0,684.0
Kepa Arrizabalaga,Chelsea,Premier-League,10000000.0,30.0,5800000.0,16.0,360.0
Kepa Arrizabalaga,Athletic Club,La-Liga,20000000.0,23.0,80000000.0,2.0,2512.0
William Saliba,Saint-Étienne,Ligue-1,12000000.0,18.0,30000000.0,4.0,1430.0
Gabriel Magalhães,Lille,Ligue-1,20000000.0,22.0,26000000.0,6.0,1029.0
Cristhian Mosquera,Valencia,La-Liga,30000000.0,25.0,15000000.0,16.0,684.0
Riccardo Calafiori,Bologna,Serie-A,45000000.0,22.0,45000000.0,14.0,1061.0
Riccardo Calafiori,Roma,Serie-A,3500000.0,20.0,10200000.0,10.0,300.0
Jurriën Timber,Ajax,Eredivisie,42000000.0,25.0,40000000.0,12.0,711.0
Ben White,Brighton,Premier-League,28000000.0,23.0,58500000.0,8.0,1060.0
Martín Zubimendi,Real Sociedad,La-Liga,60000000.0,26.0,70000000.0,16.0,719.0
Christian Nørgaard,Brentford,Premier-League,11000000.0,31.0,11600000.0,16.0,715.0
Christian Nørgaard,Fiorentina,Serie-A,2000000.0,25.0,3500000.0,4.0,1090.0
Declan Rice,West Ham,Premier-League,90000000.0,24.0,116600000.0,12.0,345.0
Mikel Merino,Real Sociedad,La-Liga,50000000.0,28.0,32000000.0,14.0,303.0
Mikel Merino,Newcastle,Premier-League,12000000.0,25.0,12000000.0,2.0,1443.0
Mikel Merino,Dortmund,Bundesliga,10000000.0,25.0,7000000.0,2.0,1090.0
Martin Ødegaard,Real Madrid,La-Liga,40000000.0,22.0,35000000.0,8.0,675.0
Eberechi Eze,Crystal Palace,Premier-League,55000000.0,27.0,69300000.0,16.0,672.0
Eberechi Eze,QPR,Championship,9000000.0,22.0,17800000.0,6.0,302.0
Leandro Trossard,Brighton,Premier-League,30000000.0,28.0,24000000.0,13.0,525.0
Noni Madueke,Chelsea,Premier-League,40000000.0,23.0,56000000.0,16.0,1802.0
Noni Madueke,PSV,Eredivisie,15000000.0,20.0,35000000.0,13.0,890.0
Viktor Gyökeres,Sporting,Primeira-Liga,75000000.0,27.0,65800000.0,16.0,1064.0
Viktor Gyökeres,Coventry,Championship,13000000.0,25.0,24000000.0,12.0,347.0
Viktor Gyökeres,Brighton,Premier-League,1000000.0,23.0,1200000.0,8.0,351.0
Kai Havertz,Chelsea,Premier-League,55000000.0,25.0,75000000.0,12.0,725.0
Kai Havertz,Leverkusen,Bundesliga,81000000.0,21.0,100000000.0,6.0,661.0
Gabriel Jesus,Man City,Premier-League,50000000.0,25.0,52200000.0,10.0,356.0
Josko Gvardiol,Leipzig,Bundesliga,75000000.0,21.0,90000000.0,12.0,1420.0
Rodri,Atlético,La-Liga,80000000.0,25.0,70000000.0,4.0,1451.0
Rodri,Villarreal,La-Liga,25000000.0,25.0,20000000.0,2.0,1455.0
Kalvin Phillips,Leeds,Premier-League,50000000.0,26.0,49000000.0,10.0,721.0
Tijjani Reijnders,AC Milan,Serie-A,50000000.0,26.0,54900000.0,16.0,1845.0
Tijjani Reijnders,AZ Alkmaar,Eredivisie,14000000.0,24.0,24800000.0,12.0,1436.0
Mateo Kovacic,Chelsea,Premier-League,38000000.0,29.0,29100000.0,12.0,360.0
Mateo Kovacic,Real Madrid,La-Liga,35000000.0,25.0,45000000.0,4.0,725.0
Bernardo Silva,Monaco,Ligue-1,40000000.0,22.0,50000000.0,0.0,1090.0
Jérémy Doku,Stade Rennais,Ligue-1,28000000.0,21.0,60000000.0,12.0,671.0
Rayan Cherki,Lyon,Ligue-1,45000000.0,21.0,36500000.0,16.0,385.0
Erling Haaland,Dortmund,Bundesliga,150000000.0,21.0,60000000.0,10.0,725.0
Erling Haaland,Salzburg,Bundesliga,45000000.0,19.0,20000000.0,7.0,1274.0
Giorgi Mamardashvili,Valencia,La-Liga,45000000.0,23.0,30000000.0,14.0,1033.0
Alisson,Roma,Serie-A,60000000.0,25.0,72500000.0,2.0,1071.0
Ibrahima Konaté,Leipzig,Bundesliga,35000000.0,22.0,40000000.0,8.0,725.0
Giovanni Leoni,Parma,Serie-A,18000000.0,18.0,31000000.0,16.0,1410.0
Virgil van Dijk,Southampton,Premier-League,30000000.0,26.0,84650000.0,3.0,1639.0
Milos Kerkez,Bournemouth,Premier-League,45000000.0,21.0,46900000.0,16.0,1090.0
Milos Kerkez,AZ Alkmaar,Eredivisie,15000000.0,19.0,20470000.0,12.0,1070.0
Andrew Robertson,Hull City,Championship,7000000.0,23.0,9000000.0,0.0,339.0
Jeremie Frimpong,Leverkusen,Bundesliga,50000000.0,24.0,40000000.0,16.0,1090.0
Ryan Gravenberch,Bayern Munich,Bundesliga,30000000.0,21.0,40000000.0,12.0,1394.0
Ryan Gravenberch,Ajax,Eredivisie,35000000.0,20.0,18500000.0,10.0,360.0
Wataru Endo,Stuttgart,Bundesliga,6500000.0,30.0,20000000.0,12.0,312.0
Alexis Mac Allister,Brighton,Premier-League,65000000.0,24.0,42000000.0,12.0,725.0
Florian Wirtz,Leverkusen,Bundesliga,140000000.0,22.0,125000000.0,16.0,725.0
Dominik Szoboszlai,Leipzig,Bundesliga,50000000.0,22.0,70000000.0,12.0,1088.0
Dominik Szoboszlai,Salzburg,Bundesliga,25000000.0,20.0,36000000.0,9.0,514.0
Cody Gakpo,PSV,Eredivisie,60000000.0,23.0,42000000.0,13.0,1274.0
